caseid,sct,led,term,chief,value,mow,courtmedianqmi,firsthub,outdeg,year,complexity,mowideology,concurrences,varcourtqmi,conc,dissents,stat,totalac,nyt,legalsalience,source,unan,post1989
"364/0573","081/0330","005/0302",1960,"warren","unions","BLC",.527,.0233,1,1961,-.152566,-1.816,0,5.044727,0,0,0,0,"not nyt p1 story when decision came down","No","2C",1,0
"364/0587","081/0321","005/0312",1960,"warren","criminal procedure","FRK",.527,1.4803,14,1961,-.152566,1.786,0,5.044727,0,4,1,0,"not nyt p1 story when decision came down","No","8C",0,0
"364/0603","081/0347","005/0323",1960,"warren","economic activity","DOUG",.527,.0161,3,1961,-.152566,-5.1,1,5.044727,1,0,1,0,"not nyt p1 story when decision came down","No","6C",1,0
"364/0611","081/0338","005/0329",1960,"warren","criminal procedure","CLK",.527,2.9911,10,1961,-.152566,.776,1,5.044727,1,2,0,0,"not nyt p1 story when decision came down","No","9C",0,0
"364/0631","081/0358","005/0340",1960,"warren","first amendment","DOUG",.527,.8697,9,1961,1.092047,-5.1,0,5.044727,0,3,1,0,"not nyt p1 story when decision came down","No","10C",0,0
"364/0642","081/0368","005/0349",1960,"warren","unions","HAR",-.051,1.7222,6,1961,-.152566,1.938,0,5.652301,0,3,0,0,"not nyt p1 story when decision came down","No","6C",0,0
"365/0043","081/0391","005/0403",1960,"warren","first amendment","CLK",.527,41.3408,25,1961,-.152566,.776,0,5.044727,0,4,0,0,"p1 nyt story when case decided","No","7C",0,0
"365/0085","081/0421","005/0428",1960,"warren","criminal procedure","BRN",.527,.5961,5,1961,-.152566,-.878,0,5.044727,0,4,1,0,"not nyt p1 story when decision came down","No","1C",0,0
"365/0109","081/0413","005/0445",1960,"warren","criminal procedure","WHIT",.527,5.0958,8,1961,-.152566,1.27,2,5.044727,1,0,0,0,"not nyt p1 story when decision came down","No","FL",1,0
"365/0127","081/0523","005/0464",1960,"warren","economic activity","BLC",.527,6.6665,6,1961,-.152566,-1.816,0,5.044727,0,0,1,0,"not nyt p1 story when decision came down","No","3C",1,0
"365/0146","081/0517","005/0476",1960,"warren","judicial power","FRK",.527,7.8592,10,1961,-.533749,1.786,0,5.044727,0,1,0,0,"not nyt p1 story when decision came down","No","SDNY",0,0
"365/0160","081/0561","005/0486",1960,"warren","economic activity","DOUG",-.1755,.0805,4,1961,-.152566,-5.1,0,5.058077,0,2,0,0,"not nyt p1 story when decision came down","No","NC",0,0
"365/0167","081/0473","005/0492",1960,"warren","civil rights","DOUG",.527,43.9524,78,1961,-.152566,-5.1,2,5.044727,1,1,1,0,"p1 nyt story when case decided","No","7C",0,0
"365/0260","081/0557","005/0546",1960,"warren","judicial power","CLK",.527,.2136,7,1961,-.152566,.776,0,5.044727,0,0,1,0,"not nyt p1 story when decision came down","No","7C",1,0
"365/0265","081/0531","005/0551",1960,"warren","civil rights","BRN",-.1755,4.0764,29,1961,.228617,-.878,0,4.951867,0,2,1,0,"not nyt p1 story when decision came down","No","2C",0,0
"365/0290","081/0565","005/0568",1960,"warren","civil rights","BRN",-.1755,.1576,3,1961,-.152566,-.878,0,4.951867,0,0,1,0,"not nyt p1 story when decision came down","No","2C",1,0
"365/0301","081/0653","005/0670",1960,"warren","criminal procedure","FRK",.527,.0909,1,1961,-.152566,1.786,1,5.044727,1,4,1,0,"not nyt p1 story when decision came down","No","1C",0,0
"365/0312","081/0645","005/0574",1960,"warren","criminal procedure","DOUG",.527,.7899,5,1961,-.152566,-5.1,0,5.044727,0,3,1,0,"not nyt p1 story when decision came down","No","7C",0,0
"365/0320","081/0623","005/0580",1960,"warren","economic activity","CLK",.527,1.8277,9,1961,-.152566,.776,0,5.044727,0,2,1,0,"not nyt p1 story when decision came down","No","6C",0,0
"365/0336","081/0599","005/0592",1960,"warren","economic activity","WHIT",.527,.8312,21,1961,-.152566,1.27,2,5.044727,1,3,1,1,"not nyt p1 story when decision came down","No","1C",0,0
"365/0381","081/0632","005/0620",1960,"warren","criminal procedure","WHIT",.527,11.0767,34,1961,.3296815,1.27,1,5.044727,1,3,0,0,"not nyt p1 story when decision came down","No","7C",0,0
"365/0399","081/0567","005/0633",1960,"warren","first amendment","STWT",.527,13.8175,13,1961,.228617,.527,0,5.044727,0,4,0,1,"p1 nyt story when case decided","No","5C",0,0
"365/0431","081/0584","005/0653",1960,"warren","first amendment","STWT",.527,12.959,21,1961,.228617,.527,0,5.044727,0,4,0,0,"p1 nyt story when case decided","No","5C",0,0
"365/0467","081/0659","005/0710",1960,"warren","federalism","CLK",-.051,2.0475,13,1961,-.152566,.776,0,5.652301,0,2,1,0,"not nyt p1 story when decision came down","No","MI",0,0
"365/0505","081/0679","005/0734",1960,"warren","criminal procedure","STWT",.527,3.3093,11,1961,.228617,.527,3,5.044727,1,0,0,0,"p1 nyt story when case decided","No","DCC",1,0
"365/0517","081/0719","005/0749",1960,"warren","economic activity","BLC",.527,.9175,2,1961,.228617,-1.816,0,5.044727,0,0,1,1,"not nyt p1 story when decision came down","No","SC",1,0
"365/0525","081/0723","005/0754",1960,"warren","criminal procedure","BLC",.527,1.7021,4,1961,-.152566,-1.816,0,5.044727,0,0,0,0,"not nyt p1 story when decision came down","No","FL",1,0
"365/0534","081/0735","005/0760",1960,"warren","criminal procedure","FRK",.527,5.964,17,1961,-.152566,1.786,0,5.044727,0,2,0,0,"not nyt p1 story when decision came down","No","2C",0,0
"365/0551","081/0728","005/0773",1960,"warren","criminal procedure","STWT",.527,.0971,5,1961,-.152566,.527,0,5.044727,0,4,0,0,"not nyt p1 story when decision came down","No","4C",0,0
"365/0570","081/0756","005/0783",1960,"warren","criminal procedure","BRN",.527,1.4599,6,1961,-.152566,-.878,2,5.044727,1,0,0,0,"not nyt p1 story when decision came down","Yes","GA",1,0
"365/0610","081/0776","005/0828",1960,"warren","criminal procedure","WHIT",.527,1.9572,13,1961,-.152566,1.27,2,5.044727,1,1,0,0,"not nyt p1 story when decision came down","No","5C",0,0
"365/0624","081/0784","005/0838",1960,"warren","due process","STWT",.527,5.4967,26,1961,-.152566,.527,1,5.044727,1,3,0,0,"not nyt p1 story when decision came down","No","4C",0,0
"365/0651","081/0875","006/0001",1960,"warren","unions","DOUG",-.1755,2.1517,8,1961,-.152566,-5.1,2,5.058077,1,1,0,1,"p1 nyt story when case decided","No","7C",0,0
"365/0667","081/0835","006/0011",1960,"warren","unions","DOUG",-.1755,.5742,7,1961,-.152566,-5.1,2,5.058077,1,2,0,0,"p1 nyt story when case decided","No","DCC",0,0
"365/0695","081/0849","006/0029",1960,"warren","unions","DOUG",-.1755,.1534,5,1961,-.152566,-5.1,2,5.058077,1,2,0,0,"p1 nyt story when case decided","No","2C",0,0
"365/0705","081/0855","006/0036",1960,"warren","unions","DOUG",-.1755,0,1,1961,-.152566,-5.1,2,5.058077,1,2,0,1,"p1 nyt story when case decided","No","1C",0,0
"365/0708","081/0895","006/0039",1960,"warren","civil rights","CLK",.527,.3397,4,1961,-.152566,.776,0,5.044727,0,0,0,0,"not nyt p1 story when decision came down","No","IA",1,0
"365/0715","081/0856","006/0045",1960,"warren","civil rights","CLK",.527,2.0375,8,1961,-.152566,.776,1,5.044727,1,3,0,1,"p1 nyt story when case decided","No","DE",0,0
"365/0731","081/0836","006/0056",1960,"warren","economic activity","HAR",.527,8.6434,21,1961,-.533749,1.938,0,5.044727,0,3,0,0,"not nyt p1 story when decision came down","No","2C",0,0
"365/0744","081/0870","006/0066",1960,"warren","economic activity","WHIT",.527,.163,4,1961,1.092047,1.27,0,5.044727,0,0,0,1,"not nyt p1 story when decision came down","No","9C",1,0
"365/0753","081/0864","006/0072",1960,"warren","federal taxation","WHIT",.527,.0379,6,1961,-.152566,1.27,0,5.044727,0,1,1,0,"not nyt p1 story when decision came down","No","CTCL",0,0
"366/0028","081/0933","006/0100",1960,"warren","unions","DOUG",.527,.1292,3,1961,-.152566,-5.1,0,5.044727,0,3,1,0,"not nyt p1 story when decision came down","No","1C",0,0
"366/0036","081/0997","006/0105",1960,"warren","first amendment","HAR",.527,61.6135,53,1961,-.152566,1.938,0,5.044727,0,4,0,3,"not nyt p1 story when decision came down","No","CA",0,0
"366/0082","081/0978","006/0135",1960,"warren","first amendment","HAR",.527,9.055901,17,1961,-.152566,1.938,0,5.044727,0,4,0,2,"not nyt p1 story when decision came down","No","IL",0,0
"366/0117","081/0954","006/0156",1960,"warren","criminal procedure","HAR",.527,51.3801,57,1961,.7108645,1.938,0,5.044727,0,4,0,5,"not nyt p1 story when decision came down","No","NY",0,0
"366/0169","081/0913","006/0206",1960,"warren","economic activity","WAR",.527,.4421,7,1961,-.152566,-1.31,0,5.044727,0,1,0,0,"not nyt p1 story when decision came down","No","EDMI",0,0
"366/0187","081/0922","006/0218",1960,"warren","federalism","BLC",.527,.3801,4,1961,-.152566,-1.816,0,5.044727,0,0,1,2,"not nyt p1 story when decision came down","No","OR",1,0
"366/0199","081/0929","006/0227",1960,"warren","economic activity","DOUG",.527,8.7056,14,1961,.228617,-5.1,0,5.044727,0,1,0,0,"not nyt p1 story when decision came down","No","9C",0,0
"366/0213","081/1052","006/0246",1960,"warren","criminal procedure","WAR",.527,7.1329,46,1961,-.152566,-1.31,3,5.044727,1,3,1,0,"p1 nyt story when case decided","Yes","7C",0,0
"366/0259","081/1076","006/0277",1960,"warren","first amendment","WHIT",-.1755,.5674,5,1961,-.152566,1.27,0,5.058077,0,0,0,0,"not nyt p1 story when decision came down","No","OH",1,0
"366/0272","081/1341","006/0284",1960,"warren","economic activity","BLC",.527,.2101,3,1961,-.152566,-1.816,0,5.044727,0,0,0,0,"not nyt p1 story when decision came down","No","DVT",1,0
"366/0276","081/1316","006/0288",1960,"warren","economic activity","BLC",.527,25.8193,26,1961,.7108645,-1.816,1,5.044727,1,4,0,0,"not nyt p1 story when decision came down","No","NJ",0,0
"366/0293","081/1333","006/0301",1960,"warren","first amendment","DOUG",.527,16.0395,9,1961,-.152566,-5.1,4,5.044727,1,0,0,0,"not nyt p1 story when decision came down","Yes","EDLA",1,0
"366/0299","081/1343","006/0306",1960,"warren","federal taxation","CLK",.527,.3518,6,1961,-.152566,.776,1,5.044727,1,0,1,0,"not nyt p1 story when decision came down","No","2C",1,0
"366/0308","081/1336","006/0313",1960,"warren","civil rights","HAR",.527,.1931,2,1961,.228617,1.938,0,5.044727,0,1,1,0,"not nyt p1 story when decision came down","No","7C",0,0
"366/0316","081/1243","006/0318",1960,"warren","economic activity","BRN",-.878,14.5928,44,1961,-.152566,-.878,0,5.420128,0,3,0,3,"p1 nyt story when case decided","No","NDIL",0,0
"366/0380","081/1326","006/0356",1960,"warren","federal taxation","WHIT",.527,.3257,10,1961,-.152566,1.27,0,5.044727,0,0,1,0,"not nyt p1 story when decision came down","No","2C",1,0
"366/0393","081/1230","006/0365",1960,"warren","civil rights","STWT",.527,.4721,6,1961,.228617,.527,0,5.044727,0,0,1,0,"not nyt p1 story when decision came down","No","CTCL",1,0
"366/0420","081/1101","006/0393",1960,"warren","first amendment","WAR",.527,58.1195,70,1961,.6098,-1.31,2,5.044727,1,1,0,0,"p1 nyt story when case decided","No","MD",0,0
"366/0582","081/1135","006/0551",1960,"warren","first amendment","WAR",.527,.8392,3,1961,.228617,-1.31,2,5.044727,1,1,0,1,"p1 nyt story when case decided","No","EDPA",0,0
"366/0599","081/1144","006/0563",1960,"warren","first amendment","WAR",.527,22.8006,16,1961,.6098,-1.31,1,5.044727,1,4,0,3,"p1 nyt story when case decided","No","EDPA",0,0
"366/0617","081/1122","006/0536",1960,"warren","first amendment","WAR",.527,2.6109,5,1961,.6098,-1.31,2,5.044727,1,3,0,4,"p1 nyt story when case decided","No","DMA",0,0
"366/0643","081/1278","006/0575",1960,"warren","civil rights","BLC",.527,5.35,16,1961,.228617,-1.816,0,5.044727,0,2,1,0,"not nyt p1 story when decision came down","No","OR",0,0
"366/0656","081/1303","006/0584",1960,"warren","economic activity","FRK",.527,.9381,9,1961,.7108645,1.786,0,5.044727,0,0,1,2,"not nyt p1 story when decision came down","No","DE",1,0
"366/0667","081/1285","006/0592",1960,"warren","unions","FRK",.527,.4114,5,1961,.7108645,1.786,2,5.044727,1,1,0,1,"not nyt p1 story when decision came down","No","DCC",0,0
"366/0683","081/1309","006/0604",1960,"warren","judicial power","HAR",-.1755,.3303,7,1961,-.152566,1.938,0,5.575195,0,0,1,0,"not nyt p1 story when decision came down","No","SDNY",1,0
"366/0696","081/1294","006/0614",1960,"warren","economic activity","WHIT",-.051,.00515,2,1961,-.152566,1.27,0,5.652301,0,1,1,0,"not nyt p1 story when decision came down","No","4C",0,0
"366/0717","081/1639","006/0751",1960,"warren","criminal procedure","CLK",.527,8.5965,23,1961,-.152566,.776,1,5.044727,1,0,0,0,"not nyt p1 story when decision came down","No","7C",1,0
"366/0731","081/1603","006/0762",1960,"warren","unions","CLK",.527,3.9501,8,1961,-.152566,.776,0,5.044727,0,2,0,0,"not nyt p1 story when decision came down","No","DCC",0,0
"366/0745","081/1630","006/0772",1960,"warren","economic activity","CLK",-.051,.9716,4,1961,-.152566,.776,0,5.652301,0,2,0,0,"not nyt p1 story when decision came down","No","EDWI",0,0
"367/0203","081/1469","006/0782",1960,"warren","first amendment","HAR",.527,29.9095,43,1961,.228617,1.938,0,5.044727,0,4,1,1,"p1 nyt story when case decided","No","4C",0,0
"367/0290","081/1517","006/0836",1960,"warren","first amendment","HAR",.527,5.3434,4,1961,-.152566,1.938,4,5.044727,1,0,1,0,"p1 nyt story when case decided","No","2C",1,0
"367/0303","081/1579","006/0859",1960,"warren","federal taxation","WAR",.527,.00796,3,1961,-.152566,-1.31,0,5.044727,0,0,1,0,"not nyt p1 story when decision came down","No","7C",1,0
"367/0316","081/1611","006/0869",1960,"warren","economic activity","WAR",.527,.0419,6,1961,-.152566,-1.31,0,5.044727,0,3,1,0,"not nyt p1 story when decision came down","No","2C",0,0
"367/0348","081/1570","006/0890",1960,"warren","judicial power","BLC",.527,3.1965,17,1961,-.152566,-1.816,0,5.044727,0,4,1,0,"not nyt p1 story when decision came down","No","5C",0,0
"367/0364","081/1523","006/0901",1960,"warren","criminal procedure","FRK",.527,1.4599,12,1961,-.152566,1.786,0,5.044727,0,4,0,1,"not nyt p1 story when decision came down","No","2C",0,0
"367/0374","081/1554","006/0908",1960,"warren","civil rights","HAR",.527,1.3209,6,1961,.7108645,1.938,0,5.044727,0,2,0,1,"not nyt p1 story when decision came down","No","3C",0,0
"367/0389","081/1465","006/0919",1960,"warren","first amendment","HAR",.527,.1768,2,1961,-.152566,1.938,1,5.044727,1,0,1,0,"not nyt p1 story when decision came down","No","NY",1,0
"367/0396","081/1529","006/0924",1960,"warren","economic activity","BRN",.527,.6685,3,1961,-.152566,-.878,0,5.044727,0,2,0,1,"p1 nyt story when case decided","No","DCC",0,0
"367/0421","081/1563","006/0940",1960,"warren","criminal procedure","WHIT",.527,.2854,5,1961,-.152566,1.27,0,5.044727,0,4,1,0,"not nyt p1 story when decision came down","No","5C",0,0
"367/0433","081/1541","006/0948",1960,"warren","criminal procedure","STWT",.527,7.2204,18,1961,-.152566,.527,1,5.044727,1,2,0,0,"not nyt p1 story when decision came down","No","7C",0,0
"367/0456","081/1587","006/0963",1960,"warren","first amendment","STWT",.527,4.864,16,1961,-.152566,.527,0,5.044727,0,4,1,0,"not nyt p1 story when decision came down","No","DCC",0,0
"367/0488","081/1680","006/0982",1960,"warren","first amendment","BLC",.527,11.8976,12,1961,-.152566,-1.816,2,5.044727,1,0,0,2,"p1 nyt story when case decided","Yes","MD",1,0
"367/0497","081/1752","006/0989",1960,"warren","judicial power","FRK",.527,91.7965,120,1961,-.533749,1.786,1,5.044727,1,4,0,3,"p1 nyt story when case decided","No","CT",0,0
"367/0556","081/1720","006/1028",1960,"warren","criminal procedure","FRK",.527,3.2217,12,1961,-.152566,1.786,0,5.044727,0,3,1,0,"not nyt p1 story when decision came down","No","7C",0,0
"367/0568","081/1860","006/1037",1960,"warren","criminal procedure","FRK",.527,16.0121,54,1961,-.152566,1.786,4,5.044727,1,3,0,1,"not nyt p1 story when decision came down","No","CT",0,0
"367/0643","081/1684","006/1081",1960,"warren","criminal procedure","CLK",.527,15.6632,37,1961,-.152566,.776,3,5.044727,1,3,0,1,"p1 nyt story when case decided","Yes","OH",0,0
"367/0687","081/1727","006/1109",1960,"warren","federal taxation","CLK",.527,.4984,21,1961,-.152566,.776,0,5.044727,0,4,0,0,"not nyt p1 story when decision came down","No","CTCL",0,0
"367/0717","081/1708","006/1127",1960,"warren","criminal procedure","BRN",.527,11.2902,11,1961,1.47323,-.878,2,5.044727,1,0,1,0,"not nyt p1 story when decision came down","No","MO",1,0
"367/0740","081/1784","006/1141",1960,"warren","unions","BRN",.527,16.8141,31,1961,-.152566,-.878,3,5.044727,1,2,1,2,"p1 nyt story when case decided","No","GA",0,0
"367/0820","081/1826","006/1191",1960,"warren","first amendment","BRN",.527,25.1825,30,1961,.228617,-.878,3,5.044727,1,2,1,14,"p1 nyt story when case decided","No","WI",0,0
"367/0886","081/1743","006/1230",1960,"warren","first amendment","STWT",.527,10.1179,24,1961,.7108645,.527,0,5.044727,0,4,0,1,"not nyt p1 story when decision came down","No","DCC",0,0
"368/0020","082/0005","007/0001",1961,"warren","economic activity","CLK",.406,.0143,3,1961,-.533749,.406,0,5.208889,0,3,0,0,"not nyt p1 story when decision came down","No","4C",0,0
"368/0035","082/0148","007/0103",1961,"warren","economic activity","BLC",.406,.0129,2,1961,-.152566,-1.72,1,5.208889,1,1,1,1,"not nyt p1 story when decision came down","No","WV",0,0
"368/0052","082/0157","007/0114",1961,"warren","criminal procedure","DOUG",.406,2.517,7,1961,-.152566,-5.214,0,5.208889,0,0,0,0,"not nyt p1 story when decision came down","No","AL",1,0
"368/0057","082/0159","007/0118",1961,"warren","civil rights","HAR",.406,3.2399,13,1961,-.152566,2.225,3,5.208889,1,0,0,1,"p1 nyt story when case decided","No","FL",1,0
"368/0071","082/0199","007/0139",1961,"warren","due process","BLC",.406,1.3334,8,1961,.228617,-1.72,1,5.208889,1,0,0,1,"not nyt p1 story when decision came down","No","PA",1,0
"368/0081","082/0204","007/0147",1961,"warren","economic activity","DOUG",.406,0,0,1961,-.152566,-5.214,0,5.208889,0,3,0,1,"not nyt p1 story when decision came down","No","WDAR",0,0
"368/0146","082/0282","007/0199",1961,"warren","federalism","WAR",.406,18.2408,22,1961,-.152566,-1.405,1,5.208889,1,0,0,0,"not nyt p1 story when decision came down","Yes","KS",1,0
"368/0157","082/0248","007/0207",1961,"warren","civil rights","WAR",.406,60.0219,60,1961,-.152566,-1.405,3,5.208889,1,0,0,2,"p1 nyt story when case decided","No","LA",1,0
"368/0208","082/0289","007/0240",1961,"warren","privacy","CLK",.406,3.2584,11,1961,.6098,.406,0,5.208889,0,3,0,0,"not nyt p1 story when decision came down","No","2C",0,0
"368/0231","082/0302","007/0256",1961,"warren","first amendment","WHIT",.406,6.7709,11,1961,1.47323,1.197,0,5.208889,0,4,1,1,"not nyt p1 story when decision came down","No","7C",0,0
"368/0278","082/0275","007/0285",1961,"warren","first amendment","STWT",.406,25.196,29,1961,.7108645,.477,2,5.208889,1,0,0,1,"not nyt p1 story when decision came down","Yes","FL",1,0
"368/0291","082/0349","007/0294",1961,"warren","federal taxation","BLC",.406,.0721,3,1961,-.152566,-1.72,0,5.208889,0,1,1,0,"not nyt p1 story when decision came down","No","MI",0,0
"368/0297","082/0327","007/0299",1961,"warren","federalism","DOUG",.406,7.137,15,1961,-.152566,-5.214,1,5.208889,1,3,1,1,"not nyt p1 story when decision came down","No","SDGA",0,0
"368/0318","082/0344","007/0312",1961,"warren","judicial power","BRN",.406,.6515,9,1961,-.152566,-.732,0,5.208889,0,1,0,0,"not nyt p1 story when decision came down","No","1C",0,0
"368/0324","082/0337","007/0317",1961,"warren","judicial power","BRN",.406,.786,10,1961,-.533749,-.732,0,5.208889,0,4,0,0,"not nyt p1 story when decision came down","No","EDMO",0,0
"368/0337","082/0353","007/0326",1961,"warren","federal taxation","WHIT",.406,.00027,1,1961,-.152566,1.197,1,5.208889,1,0,1,0,"not nyt p1 story when decision came down","No","9C",1,0
"368/0351","082/0424","007/0346",1961,"warren","civil rights","BLC",.406,.094,2,1962,-.152566,-1.72,0,5.208889,0,0,1,0,"not nyt p1 story when decision came down","No","WA",1,0
"368/0360","082/0431","007/0353",1961,"warren","economic activity","BRN",.406,3.5642,10,1962,-.533749,-.732,1,5.208889,1,3,0,0,"not nyt p1 story when decision came down","No","7C",0,0
"368/0370","082/0408","007/0360",1961,"warren","economic activity","BRN",.406,1.9263,8,1962,-.152566,-.732,2,5.208889,1,2,0,0,"not nyt p1 story when decision came down","No","WDOK",0,0
"368/0403","082/0451","007/0403",1961,"warren","economic activity","BLC",-.163,1.0897,6,1962,-.152566,-1.72,0,5.84832,0,2,1,2,"not nyt p1 story when decision came down","No","2C",0,0
"368/0424","082/0468","007/0417",1961,"warren","criminal procedure","STWT",.406,1.4431,11,1962,.228617,.477,0,5.208889,0,4,1,0,"not nyt p1 story when decision came down","No","6C",0,0
"368/0443","082/0498","007/0442",1961,"warren","criminal procedure","DOUG",.406,1.0653,8,1962,-.152566,-5.214,1,5.208889,1,0,0,0,"not nyt p1 story when decision came down","No","VAAP",1,0
"368/0448","082/0501","007/0446",1961,"warren","due process","CLK",.406,7.4241,16,1962,.228617,.406,1,5.208889,1,4,0,0,"not nyt p1 story when decision came down","No","WV",0,0
"368/0464","082/0486","007/0458",1961,"warren","economic activity","CLK",.406,1.1061,12,1962,.7108645,.406,0,5.208889,0,4,1,0,"not nyt p1 story when decision came down","No","DCC",0,0
"368/0487","082/0510","007/0473",1961,"warren","criminal procedure","STWT",.406,.483,6,1962,.228617,.477,4,5.208889,1,3,0,0,"not nyt p1 story when decision came down","No","6C",0,0
"368/0502","082/0519","007/0483",1961,"warren","federalism","STWT",.406,3.4721,11,1962,-.152566,.477,1,5.208889,1,0,1,1,"not nyt p1 story when decision came down","No","MA",1,0
"369/0017","082/0541","007/0503",1961,"warren","unions","BRN",.406,1.7315,10,1962,.7108645,-.732,1,5.208889,1,0,1,0,"not nyt p1 story when decision came down","No","6C",1,0
"369/0038","082/0537","007/0557",1961,"warren","economic activity","BLC",.406,.1079,4,1962,.7108645,-1.72,0,5.208889,0,2,1,0,"not nyt p1 story when decision came down","No","9C",0,0
"369/0045","082/0552","007/0562",1961,"warren","civil rights","FRK",.406,1.7375,10,1962,.6098,1.795,0,5.208889,0,0,1,1,"not nyt p1 story when decision came down","No","AK",1,0
"369/0060","082/0562","007/0573",1961,"warren","economic activity","FRK",.406,5.8986,22,1962,-.533749,1.795,0,5.208889,0,1,0,1,"not nyt p1 story when decision came down","No","AK",0,0
"369/0084","082/0531","007/0585",1961,"warren","due process","DOUG",.406,1.8266,4,1962,-.152566,-5.214,0,5.208889,0,2,0,3,"p1 nyt story when case decided","No","PA",0,0
"369/0095","082/0571","007/0593",1961,"warren","unions","STWT",.406,1.7729,13,1962,1.955478,.477,0,5.208889,0,1,1,0,"p1 nyt story when case decided","No","WA",0,0
"369/0121","082/0654","007/0614",1961,"warren","criminal procedure","FRK",-.163,2.6713,24,1962,.7108645,1.795,3,5.578218,1,0,1,0,"not nyt p1 story when decision came down","No","5C",1,0
"369/0153","082/0807","007/0641",1961,"warren","economic activity","FRK",-.163,7.4806,36,1962,1.47323,1.795,1,5.578218,1,3,0,0,"not nyt p1 story when decision came down","No","DUT",0,0
"369/0186","082/0691","007/0663",1961,"warren","civil rights","BRN",-.163,68.8017,165,1962,1.574295,-.732,3,5.578218,1,2,0,7,"p1 nyt story when case decided","Yes","MDTN",0,0
"369/0355","082/0780","007/0798",1961,"warren","economic activity","DOUG",-.163,1.0948,20,1962,-.152566,-5.214,1,5.578218,1,2,0,1,"not nyt p1 story when decision came down","No","3C",0,0
"369/0367","082/0787","007/0809",1961,"warren","civil rights","STWT",-.163,2.5141,11,1962,1.092047,.477,1,5.578218,1,3,1,2,"not nyt p1 story when decision came down","No","DDC",0,0
"369/0438","082/0917","008/0021",1961,"warren","civil rights","WAR",-.732,1.5026,41,1962,-.533749,-1.405,2,5.486234,1,2,0,0,"not nyt p1 story when decision came down","No","DCC",0,0
"369/0463","082/0913","008/0039",1961,"warren","judicial power","BLC",-.732,.6255,5,1962,-.152566,-1.72,0,5.486234,0,2,1,0,"not nyt p1 story when decision came down","No","2C",0,0
"369/0469","082/0894","008/0044",1961,"warren","criminal procedure","BLC",-.732,.1995,6,1962,-.533749,-1.72,3,5.486234,1,0,0,0,"not nyt p1 story when decision came down","No","3C",1,0
"369/0482","082/0901","008/0054",1961,"warren","economic activity","DOUG",-.732,2.9579,9,1962,-.533749,-5.214,0,5.486234,0,2,0,0,"p1 nyt story when case decided","No","DCC",0,0
"369/0499","082/0881","008/0065",1961,"warren","federal taxation","HAR",-.732,.5283,4,1962,-.152566,2.225,0,5.486234,0,1,1,0,"not nyt p1 story when decision came down","No","3C",0,0
"369/0506","082/0884","008/0070",1961,"warren","criminal procedure","BRN",-.732,5.5207,25,1962,-.152566,-.732,4,5.486234,1,0,0,0,"not nyt p1 story when decision came down","No","FL",1,0
"369/0527","082/0997","008/0088",1961,"warren","economic activity","DOUG",-.732,.5391,12,1962,-.533749,-5.214,0,5.486234,0,2,0,0,"not nyt p1 story when decision came down","No","4C",0,0
"369/0541","082/0955","008/0098",1961,"warren","criminal procedure","CLK",-.732,10.118,35,1962,.228617,.406,0,5.486234,0,3,0,0,"p1 nyt story when case decided","No","WA",0,0
"369/0590","082/0987","008/0130",1961,"warren","due process","CLK",-.732,10.0156,13,1962,-.152566,.406,0,5.486234,0,0,0,1,"not nyt p1 story when decision came down","No","NY",1,0
"369/0599","082/1005","008/0137",1961,"warren","criminal procedure","HAR",-.163,13.6968,26,1962,-.152566,2.225,1,6.407626,1,2,0,0,"p1 nyt story when case decided","No","DCC",0,0
"369/0643","082/0980","008/0168",1961,"warren","judicial power","STWT",-.732,5.4128,24,1962,-.533749,.477,0,5.486234,0,2,0,0,"not nyt p1 story when decision came down","No","5C",0,0
"369/0663","082/1089","008/0180",1961,"warren","federalism","WAR",-.732,6.4902,11,1962,.7108645,-1.405,0,5.486234,0,0,0,1,"not nyt p1 story when decision came down","Yes","TX",1,0
"369/0672","082/1080","008/0187",1961,"warren","federal taxation","WAR",-.732,.1691,9,1962,-.152566,-1.405,0,5.486234,0,0,1,1,"not nyt p1 story when decision came down","No","2C",1,0
"369/0689","082/1114","008/0198",1961,"warren","due process","DOUG",-.732,1.8294,11,1962,-.152566,-5.214,2,5.486234,1,0,0,0,"not nyt p1 story when decision came down","No","OH",1,0
"369/0698","082/1095","008/0205",1961,"warren","economic activity","CLK",-.732,.4451,9,1962,-.533749,.406,0,5.486234,0,1,0,0,"not nyt p1 story when decision came down","No","1C",0,0
"369/0705","082/1063","008/0211",1961,"warren","criminal procedure","HAR",-.732,1.6173,13,1962,-.152566,2.225,0,5.486234,0,1,1,1,"not nyt p1 story when decision came down","No","DCC",0,0
"369/0736","082/1107","008/0230",1961,"warren","unions","BRN",-.732,.588,9,1962,-.152566,-.732,0,5.486234,0,0,0,0,"not nyt p1 story when decision came down","No","2C",1,0
"369/0749","082/1038","008/0240",1961,"warren","first amendment","STWT",-.732,8.9163,44,1962,-.152566,.477,1,5.486234,1,2,1,0,"p1 nyt story when case decided","No","DCC",0,0
"370/0001","082/1125","008/0292",1961,"warren","federal taxation","WAR",-.383,2.6383,8,1962,-.152566,-1.405,0,4.786097,0,0,1,0,"not nyt p1 story when decision came down","No","5C",1,0
"370/0009","082/1099","008/0298",1961,"warren","unions","BLC",-.732,3.0388,6,1962,-.152566,-1.72,0,5.486234,0,0,0,0,"not nyt p1 story when decision came down","No","4C",1,0
