caseid,sct,led,term,chief,value,mow,courtmedianqmi,firsthub,outdeg,year,complexity,mowideology,concurrences,varcourtqmi,conc,dissents,stat,totalac,nyt,legalsalience,source,unan,post1989
"429/0288","097/0549","050/0485",1976,"burger","civil rights","STEV",.485,.9788,9,1977,.228617,-.128,0,4.389591,0,0,0,1,"not nyt p1 story when decision came down","No","SDIA",1,0
"429/0298","097/0576","050/0494",1976,"burger","unions","STEV",.485,.7222,9,1977,-.152566,-.128,0,4.389591,0,0,0,0,"not nyt p1 story when decision came down","No","1C",1,0
"429/0305","097/0611","050/0502",1976,"burger","unions","BRN",.485,.0139,5,1977,-.152566,-2.81,0,4.389591,0,3,1,1,"not nyt p1 story when decision came down","No","7C",0,0
"429/0318","097/0599","050/0514",1976,"burger","economic activity","BW",.485,7.7381,23,1977,-.152566,.32,0,4.389591,0,0,0,0,"not nyt p1 story when decision came down","Yes","NY",1,0
"429/0338","097/0619","050/0530",1976,"burger","criminal procedure","BLKM",.485,11.5112,35,1977,.228617,.633,1,4.389591,1,0,0,0,"not nyt p1 story when decision came down","No","10C",1,0
"429/0363","097/0582","050/0550",1976,"burger","federalism","REHN",.485,3.1286,31,1977,-.533749,4.243,0,4.389591,0,3,0,4,"not nyt p1 story when decision came down","Yes","OR",0,0
"429/0401","097/0679","050/0641",1976,"burger","unions","BRN",.485,.0705,4,1977,.228617,-2.81,0,4.389591,0,1,1,2,"not nyt p1 story when decision came down","No","OR",0,0
"429/0413","097/0658","050/0652",1976,"burger","criminal procedure","POW",.485,1.4504,6,1977,-.152566,.701,1,4.389591,1,3,1,0,"not nyt p1 story when decision came down","No","6C",0,0
"429/0452","097/0699","050/0683",1976,"burger","federalism","BW",.485,2.1963,18,1977,-.152566,.32,0,4.389591,0,1,0,0,"not nyt p1 story when decision came down","No","CAAP",0,0
"429/0477","097/0690","050/0701",1976,"burger","economic activity","MAR",.485,.5433,15,1977,.228617,-2.336,0,4.389591,0,0,1,1,"not nyt p1 story when decision came down","No","3C",1,0
"429/0507","097/0891","051/0001",1976,"burger","unions","BW",.485,1.4485,19,1977,-.152566,.32,0,4.389591,0,3,0,4,"not nyt p1 story when decision came down","No","DCC",0,0
"429/0545","097/0837","051/0030",1976,"burger","criminal procedure","BW",.485,8.2299,20,1977,.228617,.32,0,4.389591,0,2,0,1,"not nyt p1 story when decision came down","No","4C",0,0
"429/0569","097/0850","051/0048",1976,"burger","federal taxation","BLKM",.485,.00595,7,1977,-.152566,.633,1,4.389591,1,2,1,0,"not nyt p1 story when decision came down","No","7C",0,0
"429/0589","097/0869","051/0064",1976,"burger","privacy","STEV",.485,34.4269,31,1977,-.152566,-.128,2,4.389591,1,0,0,2,"not nyt p1 story when decision came down","No","SDNY",1,0
"429/0610","097/0861","051/0080",1976,"burger","economic activity","STEV",.485,.492,7,1977,-.152566,-.128,2,4.389591,1,0,1,0,"not nyt p1 story when decision came down","No","6C",1,0
"430/0001","097/0926","051/0124",1976,"burger","economic activity","BURG",.485,4.1991,21,1977,.7108645,1.871,1,4.389591,1,2,0,1,"not nyt p1 story when decision came down","No","2C",0,0
"430/0073","097/0911","051/0173",1976,"burger","civil rights","BRN",.485,5.8276,23,1977,-.152566,-2.81,2,4.389591,1,1,0,0,"not nyt p1 story when decision came down","No","WDOK",0,0
"430/0099","097/0980","051/0192",1976,"burger","judicial power","BRN",.559,.5096,6,1977,.228617,-2.81,2,4.98282,1,0,0,1,"not nyt p1 story when decision came down","No","7C",1,0
"430/0112","097/0965","051/0204",1976,"burger","economic activity","STEV",.4025,.347,4,1977,-.152566,-.128,0,4.994676,0,0,0,2,"p1 nyt story when case decided","No","4C",1,0
"430/0144","097/0996","051/0229",1976,"burger","civil rights","BW",.559,2.8506,21,1977,.6098,.32,3,3.873536,1,1,0,3,"p1 nyt story when case decided","No","2C",0,0
"430/0188","097/0990","051/0260",1976,"burger","first amendment","POW",.485,15.2716,26,1977,-.152566,.701,0,4.389591,0,4,0,0,"not nyt p1 story when decision came down","No","6C",0,0
"430/0199","097/1021","051/0270",1976,"burger","civil rights","BRN",.485,7.7004,24,1977,.228617,-2.81,1,4.389591,1,4,0,0,"p1 nyt story when case decided","Yes","EDNY",0,0
"430/0243","097/1067","051/0300",1976,"burger","unions","BURG",.485,.2822,9,1977,-.152566,1.871,0,4.389591,0,2,1,0,"not nyt p1 story when decision came down","No","4C",0,0
"430/0259","097/1047","051/0313",1976,"burger","civil rights","STWT",.485,7.9194,24,1977,-.152566,.485,1,4.389591,1,0,0,0,"not nyt p1 story when decision came down","No","WDNY",1,0
"430/0274","097/1076","051/0326",1976,"burger","economic activity","BLKM",.485,1.277,17,1977,-.152566,.633,0,4.389591,0,0,0,0,"p1 nyt story when case decided","Yes","MS",1,0
"430/0290","097/1056","051/0338",1976,"burger","federalism","POW",.485,3.8798,17,1977,-.152566,.701,0,4.389591,0,0,1,2,"not nyt p1 story when decision came down","No","CAAP",1,0
"430/0327","097/1211","051/0376",1976,"burger","judicial power","REHN",.485,9.918799,29,1977,.228617,4.243,1,4.389591,1,3,0,1,"not nyt p1 story when decision came down","No","SDNY",0,0
"430/0349","097/1197","051/0393",1976,"burger","criminal procedure","STEV",.485,1.948,14,1977,-.152566,-.128,5,4.389591,1,1,0,0,"not nyt p1 story when decision came down","No","FL",0,0
"430/0372","097/1224","051/0411",1976,"burger","criminal procedure","STEV",.485,3.9812,10,1977,-.152566,-.128,4,4.389591,1,0,0,0,"not nyt p1 story when decision came down","No","DCC",1,0
"430/0387","097/1232","051/0424",1976,"burger","criminal procedure","STWT",.485,19.389,50,1977,.228617,.485,3,4.389591,1,4,0,2,"p1 nyt story when case decided","No","8C",0,0
"430/0442","097/1261","051/0464",1976,"burger","criminal procedure","BW",.4025,2.737,23,1977,-.152566,.32,0,5.002017,0,0,0,1,"not nyt p1 story when decision came down","No","5C",1,0
"430/0462","097/1292","051/0480",1976,"burger","economic activity","BW",.485,.2993,12,1977,-.152566,.32,2,4.389591,1,1,0,0,"not nyt p1 story when decision came down","No","2C",0,0
"430/0482","097/1272","051/0498",1976,"burger","civil rights","BLKM",.485,9.3019,39,1977,-.152566,.633,1,4.389591,1,4,0,0,"not nyt p1 story when decision came down","No","5C",0,0
"430/0519","097/1305","051/0604",1976,"burger","federalism","MAR",.485,2.1002,18,1977,.228617,-2.336,0,4.389591,0,2,1,6,"not nyt p1 story when decision came down","No","9C",0,0
"430/0551","097/1386","051/0631",1976,"burger","economic activity","BRN",.32,1.2264,21,1977,.228617,-2.81,1,2.199176,1,0,0,2,"not nyt p1 story when decision came down","No","CA",1,0
"430/0564","097/1349","051/0642",1976,"burger","criminal procedure","BRN",.4025,1.778,19,1977,-.152566,-2.81,1,2.557146,1,1,0,0,"not nyt p1 story when decision came down","No","5C",0,0
"430/0584","097/1361","051/0660",1976,"burger","civil rights","REHN",.485,.57,25,1977,-.152566,4.243,0,4.389591,0,3,1,4,"not nyt p1 story when decision came down","No","8C",0,0
"430/0634","097/1345","051/0694",1976,"burger","civil rights","STEV",.4025,.0123,1,1977,.228617,-.128,0,2.557146,0,0,0,1,"not nyt p1 story when decision came down","No","EDNY",1,0
"430/0641","097/1395","051/0701",1976,"burger","civil rights","BURG",.485,.2709,14,1977,-.152566,1.871,0,4.389591,0,0,0,0,"not nyt p1 story when decision came down","No","9C",1,0
"430/0651","097/1401","051/0711",1976,"burger","criminal procedure","POW",.485,25.2256,62,1977,1.092047,.701,0,4.389591,0,4,0,4,"p1 nyt story when case decided","No","5C",0,0
"430/0705","097/1428","051/0752",1976,"burger","first amendment","BURG",.485,13.2914,13,1977,1.092047,1.871,0,4.389591,0,3,0,0,"not nyt p1 story when decision came down","No","DNH",0,0
"430/0725","097/1440","052/0004",1976,"burger","federal taxation","POW",.485,.6196,20,1977,-.152566,.701,0,4.389591,0,2,1,0,"not nyt p1 story when decision came down","No","5C",0,0
"430/0762","097/1459","052/0031",1976,"burger","civil rights","POW",.485,5.856,20,1977,-.152566,.701,0,4.389591,0,4,0,1,"not nyt p1 story when decision came down","Yes","IL",0,0
"430/0787","097/1473","052/0050",1976,"burger","civil rights","POW",.485,11.0724,35,1977,.228617,.701,0,4.389591,0,3,0,0,"not nyt p1 story when decision came down","No","EDNY",0,0
"430/0817","097/1491","052/0072",1976,"burger","due process","MAR",.485,8.568399,35,1977,-.152566,-2.336,1,4.389591,1,3,0,1,"not nyt p1 story when decision came down","No","4C",0,0
"431/0063","097/1621","052/0136",1976,"burger","criminal procedure","STWT",.4025,3.33,17,1977,-.533749,.485,2,2.557146,1,0,0,0,"not nyt p1 story when decision came down","No","4C",1,0
"431/0085","097/1614","052/0155",1976,"burger","first amendment","MAR",.4025,17.4386,17,1977,-.152566,-2.336,0,2.557146,0,0,0,5,"p1 nyt story when case decided","Yes","3C",1,0
"431/0105","097/1723","052/0172",1976,"burger","due process","BLKM",.4025,1.6413,5,1977,-.152566,.633,3,2.557146,1,0,0,0,"not nyt p1 story when decision came down","No","NDIL",1,0
"431/0119","097/1709","052/0184",1976,"burger","judicial power","REHN",.485,5.553,19,1977,-.152566,4.243,0,4.389591,0,2,0,13,"not nyt p1 story when decision came down","No","EDPA",0,0
"431/0145","097/1730","052/0203",1976,"burger","criminal procedure","STEV",.4025,2.8168,15,1977,-.152566,-.128,1,2.557146,1,0,0,1,"not nyt p1 story when decision came down","No","2C",1,0
"431/0174","097/1823","052/0231",1976,"burger","criminal procedure","BURG",.485,1.7428,9,1977,-.152566,1.871,0,4.389591,0,0,0,0,"not nyt p1 story when decision came down","No","9C",1,0
"431/0181","097/1814","052/0238",1976,"burger","criminal procedure","BURG",.485,3.8741,16,1977,-.152566,1.871,0,4.389591,0,2,0,0,"not nyt p1 story when decision came down","No","DC",0,0
"431/0195","097/1774","052/0250",1976,"burger","judicial power","BRN",.485,.9253,3,1977,-.152566,-2.81,0,4.389591,0,4,1,1,"not nyt p1 story when decision came down","No","9C",0,0
"431/0209","097/1782","052/0261",1976,"burger","unions","STWT",.485,64.8845,65,1977,-.152566,.485,5,4.389591,1,0,0,2,"not nyt p1 story when decision came down","No","MIAP",1,0
"431/0265","097/1740","052/0304",1976,"burger","federalism","MAR",.485,7.5448,40,1977,-.152566,-2.336,2,4.389591,1,0,1,7,"not nyt p1 story when decision came down","No","EDVA",1,0
"431/0291","097/1756","052/0324",1976,"burger","first amendment","BLKM",.485,33.4361,38,1977,.228617,.633,1,4.389591,1,4,0,3,"not nyt p1 story when decision came down","No","8C",0,0
"431/0324","097/1843","052/0396",1976,"burger","civil rights","STWT",.485,3.686,40,1977,-.152566,.485,0,4.389591,0,2,1,3,"p1 nyt story when case decided","No","5C",0,0
"431/0395","097/1891","052/0453",1976,"burger","judicial power","STWT",.485,1.1493,10,1977,-.152566,.485,0,4.389591,0,0,1,3,"not nyt p1 story when decision came down","No","5C",1,0
"431/0407","097/1828","052/0465",1976,"burger","civil rights","STWT",.4025,6.4047,27,1977,-.152566,.485,2,2.557146,1,1,0,0,"not nyt p1 story when decision came down","No","SDMS",0,0
"431/0434","097/1911","052/0486",1976,"burger","judicial power","BW",.485,8.453,38,1977,-.152566,.32,1,4.389591,1,4,0,0,"not nyt p1 story when decision came down","No","NDIL",0,0
"431/0471","097/1898","052/0513",1976,"burger","unions","BLKM",.4025,4.5036,14,1977,.6098,.633,0,2.557146,0,0,0,4,"not nyt p1 story when decision came down","No","NDOH",1,0
"431/0494","097/1932","052/0531",1976,"burger","economic activity","POW",.485,74.2486,88,1977,-.152566,.701,3,4.389591,1,4,0,1,"not nyt p1 story when decision came down","Yes","OHAP",0,0
"431/0553","097/1885","052/0571",1976,"burger","civil rights","STEV",.485,.3148,5,1977,-.152566,-.128,0,4.389591,0,2,1,3,"not nyt p1 story when decision came down","No","7C",0,0
"431/0563","097/1963","052/0582",1976,"burger","criminal procedure","MAR",.4025,.1911,9,1977,-.152566,-2.336,0,2.557146,0,1,1,0,"not nyt p1 story when decision came down","No","4C",0,0
"431/0581","097/2002","052/0595",1976,"burger","civil rights","MAR",.485,2.4443,10,1977,-.152566,-2.336,0,4.389591,0,0,1,2,"not nyt p1 story when decision came down","No","5C",1,0
"431/0595","097/1987","052/0606",1976,"burger","first amendment","REHN",.485,2.8741,13,1977,.228617,4.243,0,4.389591,0,4,0,1,"not nyt p1 story when decision came down","No","CAAP",0,0
"431/0606","097/1972","052/0617",1976,"burger","criminal procedure","REHN",.485,9.6853,24,1977,.228617,4.243,1,4.389591,1,3,0,1,"not nyt p1 story when decision came down","No","DCC",0,0
"431/0651","097/2034","052/0651",1976,"burger","criminal procedure","BURG",.485,1.9019,23,1977,.228617,1.871,1,4.389591,1,0,0,1,"not nyt p1 story when decision came down","No","3C",1,0
"431/0666","097/2054","052/0665",1976,"burger","economic activity","BURG",.485,.0928,7,1977,-.152566,1.871,0,4.389591,0,2,0,0,"not nyt p1 story when decision came down","No","8C",0,0
"431/0678","097/2010","052/0675",1976,"burger","privacy","BRN",.485,30.2229,42,1977,.6098,-2.81,3,4.389591,1,2,0,2,"not nyt p1 story when decision came down","Yes","SDNY",0,0
"431/0720","097/2061","052/0707",1976,"burger","economic activity","BW",.485,2.2722,28,1977,-.152566,.32,0,4.389591,0,3,1,3,"not nyt p1 story when decision came down","No","7C",0,0
"431/0767","097/2085","052/0738",1976,"burger","first amendment","BW",.485,12.0495,15,1977,-.152566,.32,0,4.389591,0,4,0,0,"not nyt p1 story when decision came down","No","IL",0,0
"431/0783","097/2044","052/0752",1976,"burger","criminal procedure","MAR",.485,5.7792,19,1977,-.152566,-2.336,0,4.389591,0,1,0,0,"not nyt p1 story when decision came down","No","8C",0,0
"431/0801","097/2132","053/0001",1976,"burger","criminal procedure","BURG",.4025,10.5599,21,1977,-.152566,1.871,2,2.557146,1,1,0,1,"not nyt p1 story when decision came down","Yes","SDNY",0,0
"431/0816","097/2094","053/0014",1976,"burger","due process","BRN",.485,19.8175,30,1977,-.152566,-2.81,3,4.389591,1,0,0,5,"not nyt p1 story when decision came down","No","SDNY",1,0
"431/0864","097/2150","053/0048",1976,"burger","civil rights","BRN",.485,.3017,9,1977,-.533749,-2.81,0,4.389591,0,4,0,0,"not nyt p1 story when decision came down","No","DCC",0,0
"432/0023","097/2141","053/0080",1976,"burger","criminal procedure","POW",.485,3.6994,14,1977,-.152566,.701,2,4.389591,1,1,0,0,"not nyt p1 story when decision came down","No","7C",0,0
"432/0046","097/2229","053/0100",1976,"burger","economic activity","BURG",.4025,.972,5,1977,-.152566,1.871,0,2.557146,0,1,0,0,"not nyt p1 story when decision came down","No","8C",0,0
"432/0063","097/2264","053/0113",1976,"burger","civil rights","BW",.485,7.0307,25,1977,-.152566,.32,0,4.389591,0,2,1,10,"not nyt p1 story when decision came down","No","8C",0,0
"432/0098","097/2243","053/0140",1976,"burger","criminal procedure","BLKM",.485,5.8758,16,1977,-.152566,.633,1,4.389591,1,2,0,0,"not nyt p1 story when decision came down","No","2C",0,0
"432/0137","097/2207","053/0168",1976,"burger","criminal procedure","BLKM",.485,2.1073,27,1977,.228617,.633,1,4.389591,1,4,0,0,"not nyt p1 story when decision came down","No","7C",0,0
"432/0161","097/2221","053/0187",1976,"burger","criminal procedure","POW",.485,3.1566,24,1977,-.152566,.701,2,4.389591,1,3,0,0,"not nyt p1 story when decision came down","No","OHAP",0,0
"432/0197","097/2319","053/0281",1976,"burger","due process","BW",.4025,15.5824,34,1977,-.152566,.32,0,2.557146,0,3,0,0,"not nyt p1 story when decision came down","No","NY",0,0
"432/0233","097/2339","053/0306",1976,"burger","criminal procedure","BW",.4025,5.7797,23,1977,-.152566,.32,4,2.557146,1,0,0,0,"not nyt p1 story when decision came down","No","NC",1,0
"432/0249","097/2348","053/0320",1976,"burger","economic activity","MAR",.485,.282,12,1977,-.152566,-2.336,0,4.389591,0,0,1,3,"not nyt p1 story when decision came down","No","2C",1,0
"432/0282","097/2290","053/0344",1976,"burger","criminal procedure","REHN",.485,5.336,18,1977,-.152566,4.243,1,4.389591,1,3,0,1,"not nyt p1 story when decision came down","No","FL",0,0
"432/0312","097/2307","053/0368",1976,"burger","civil rights","STEV",.485,.4785,12,1977,-.152566,-.128,0,4.389591,0,3,1,0,"not nyt p1 story when decision came down","No","TN",0,0
"432/0333","097/2434","053/0383",1976,"burger","economic activity","BURG",.4025,8.3555,29,1977,.6098,1.871,0,2.557146,0,0,0,0,"not nyt p1 story when decision came down","Yes","EDNC",1,0
"432/0355","097/2447","053/0402",1976,"burger","civil rights","STWT",.485,.6305,24,1977,-.152566,.485,0,4.389591,0,2,0,2,"not nyt p1 story when decision came down","No","9C",0,0
"432/0385","097/2464","053/0423",1976,"burger","judicial power","STWT",.559,.2086,7,1977,-.152566,.485,0,4.98282,0,3,1,0,"not nyt p1 story when decision came down","No","7C",0,0
"432/0404","097/2428","053/0439",1976,"burger","civil rights","MAR",.485,.5383,9,1977,1.092047,-2.336,1,4.389591,1,0,1,1,"not nyt p1 story when decision came down","No","DCC",1,0
"432/0416","097/2399","053/0448",1976,"burger","civil rights","BLKM",.485,.6411,16,1977,-.152566,.633,0,4.389591,0,4,0,0,"not nyt p1 story when decision came down","No","4C",0,0
"432/0438","097/2366","053/0464",1976,"burger","privacy","POW",.485,8.8578,22,1977,-.152566,.701,0,4.389591,0,3,1,3,"p1 nyt story when case decided","No","3C",0,0
"432/0464","097/2376","053/0484",1976,"burger","privacy","POW",.485,25.2433,35,1977,-.152566,.701,1,4.389591,1,3,0,3,"p1 nyt story when case decided","No","DCT",0,0
"432/0491","097/2411","053/0506",1976,"burger","civil rights","POW",.485,2.111,24,1977,-.152566,.701,0,4.389591,0,3,0,1,"not nyt p1 story when decision came down","No","DSC",0,0
"433/0025","097/2490","053/0557",1976,"burger","economic activity","REHN",.485,1.3713,10,1977,-.533749,4.243,1,4.389591,1,0,0,0,"not nyt p1 story when decision came down","No","5C",1,0
"433/0036","097/2549","053/0568",1976,"burger","economic activity","POW",.4025,1.6683,23,1977,-.152566,.701,1,2.557146,1,2,1,3,"not nyt p1 story when decision came down","Yes","9C",0,0
"433/0072","097/2497","053/0594",1976,"burger","criminal procedure","REHN",.485,22.2767,66,1977,-.533749,4.243,3,4.389591,1,2,0,1,"not nyt p1 story when decision came down","No","5C",0,0
"433/0119","097/2532","053/0629",1976,"burger","first amendment","REHN",.485,22.7252,25,1977,.228617,4.243,2,4.389591,1,2,0,2,"not nyt p1 story when decision came down","No","EDNC",0,0
"433/0148","097/2523","053/0653",1976,"burger","federal taxation","STEV",.4765,.00413,3,1977,-.152566,-.128,2,5.012866,1,0,1,2,"not nyt p1 story when decision came down","No","10C",1,0
"433/0165","097/2616","053/0667",1976,"burger","civil rights","STEV",.485,.1221,9,1977,-.152566,-.128,1,4.389591,1,2,0,4,"not nyt p1 story when decision came down","No","WA",0,0
"433/0186","097/2569","053/0683",1976,"burger","due process","MAR",.4025,7.207,48,1977,-.152566,-2.336,2,2.557146,1,1,0,0,"not nyt p1 story when decision came down","Yes","DE",0,0
"433/0229","097/2593","053/0714",1976,"burger","first amendment","BLKM",.485,5.167,11,1977,-.152566,.633,5,4.389591,1,2,0,6,"not nyt p1 story when decision came down","No","SDOH",0,0
"433/0267","097/2749","053/0745",1976,"burger","civil rights","BURG",.485,3.8922,16,1977,.228617,1.871,2,4.389591,1,0,0,4,"p1 nyt story when case decided","No","6C",1,0
"433/0299","097/2748","053/0768",1976,"burger","civil rights","STWT",.485,.631,8,1977,-.152566,.485,2,4.389591,1,1,0,4,"not nyt p1 story when decision came down","No","8C",0,0
"433/0321","097/2720","053/0786",1976,"burger","civil rights","STWT",.485,1.8577,19,1977,.7108645,.485,3,4.389591,1,2,1,4,"not nyt p1 story when decision came down","No","MDAL",0,0
"433/0350","097/2691","053/0810",1976,"burger","attorneys","BLKM",.485,47.7433,37,1977,.228617,.633,0,4.389591,0,4,0,15,"p1 nyt story when case decided","Yes","AZ",0,0
"433/0406","097/2766","053/0851",1976,"burger","civil rights","REHN",.559,1.4967,13,1977,-.152566,4.243,2,3.873536,1,0,0,3,"not nyt p1 story when decision came down","No","6C",1,0
"433/0425","097/2777","053/0867",1976,"burger","first amendment","BRN",.485,62.1478,95,1977,1.372166,-2.81,4,4.389591,1,2,0,0,"p1 nyt story when case decided","No","DDC",0,0
"433/0562","097/2849","053/0965",1976,"burger","first amendment","BW",.485,9.2695,24,1977,-.152566,.32,0,4.389591,0,4,0,0,"not nyt p1 story when decision came down","No","OH",0,0
"433/0584","097/2861","053/0982",1976,"burger","criminal procedure","BW",.485,3.0935,19,1977,-.152566,.32,3,4.389591,1,2,0,1,"p1 nyt story when case decided","No","GA",0,0
"433/0623","097/2881","053/1009",1976,"burger","economic activity","REHN",.485,4.2362,37,1977,.228617,4.243,2,4.389591,1,4,1,0,"not nyt p1 story when decision came down","No","7C",0,0
"434/0035","098/0088","054/0218",1977,"burger","judicial power","BLKM",.262,.7026,14,1977,-.152566,.262,1,4.435619,1,0,1,0,"not nyt p1 story when decision came down","No","GAAP",1,0
"434/0047","098/0095","054/0228",1977,"burger","civil rights","STEV",.262,4.6016,12,1977,.228617,-.015,0,4.435619,0,0,0,0,"not nyt p1 story when decision came down","No","WDMO",1,0
"434/0059","098/0280","054/0238",1977,"burger","judicial power","STWT",.262,2.1089,9,1977,-.152566,.315,0,4.435619,0,4,0,1,"not nyt p1 story when decision came down","No","DC",0,0
